MktID	BB	RIC	MarketName	Type	Sub	Sector	Venue	Ccy	PtVal	MinTkSz	Weight	TradableMnth	Cmsn	Slpg	Rollover	IBRoot	IBExch	Country	ExchTimeZone	ExchGMTOffset	PitStartExch	PitEndExch	SettlementWindow	Note
2402	HOA Comdty	HO	Heating Oil@NYM	FUT		Energy/Refined Product	NYM	USD	42000	0.0001	1	[111111111111]	0	0	-10	HO	NYMEX	US	America/New_York	-5	09:00	14:30	14:28:00-14:30:00	
2403	XBA Comdty	RB	Gasoline RBOB@NYM	FUT		Energy/Refined Product	NYM	USD	42000	0.0001	1	[111111111111]	0	0	-10	RB	NYMEX	US	America/New_York	-5	09:00	14:30	14:28:00-14:30:00	
2404	NVA Comdty	LHO	Heating Oil@ICE	FUT		Energy/Refined Product	ICE	USD	420	0.01	1	[111111111111]	0	0	-40	HOIL	IPE	GB	Europe/London	0	01:00	23:00		
2405	PGA Comdty	LRB	Gasoline RBOB@ICE	FUT		Energy/Refined Product	ICE	USD	420	0.01	1	[111111111111]	0	0	-40	RBOT	IPE	GB	Europe/London	0	01:00	23:00		
2406	BITA Comdty		Bitumen@SHF	FUT		Energy/Refined Product	SHF	CNY	10	2	1	[111111111111]	0	0	-10			CN	Asia/Shanghai	8	13:30	15:00		
3101	TYA Comdty	ZN	10-year US Treasury@CBT	FUT		Financial/Bonds	CBT	USD	1000	0.015625	1	[001001001001]	0	0	-5	ZN	ECBOT	US	America/Chicago	-6	07:20	14:00	13:59:30-14:00:00	
3102	RXA Comdty	FGBL	Euro Bund@EUX	FUT		Financial/Bonds	EUX	EUR	1000	0.01	1	[001001001001]	0	0	2	GBL	DTB	DE	Europe/Berlin	1	08:00	22:00	17:15:00-17:15:00	
3103	FVA Comdty	ZF	5-year US Treasury@CBT	FUT		Financial/Bonds	CBT	USD	1000	0.0078125	1	[001001001001]	0	0	-5	ZF	ECBOT	US	America/Chicago	-6	07:20	14:00	13:59:30-14:00:00	
3104	OEA Comdty	FGBM	Euro Bobl@EUX	FUT		Financial/Bonds	EUX	EUR	1000	0.01	1	[001001001001]	0	0	2	GBM	DTB	DE	Europe/Berlin	1	08:00	22:00	17:15:00-17:15:00	
3105	DUA Comdty	FGBS	Euro Schatz@EUX	FUT		Financial/Bonds	EUX	EUR	1000	0.005	1	[001001001001]	0	0	2	GBS	DTB	DE	Europe/Berlin	1	08:00	22:00		
3106	USA Comdty	ZB	30-year US Treasury @CBT	FUT		Financial/Bonds	CBT	USD	1000	0.03125	1	[001001001001]	0	0	-5	ZB	ECBOT	US	America/Chicago	-6	07:20	14:00	13:59:30-14:00:00	
3107	G A Comdty	FLG	Long Gilt@LIF	FUT		Financial/Bonds	LIF	GBP	1000	0.01	1	[001001001001]	0	0	-5	R	ICEEU	GB	Europe/London	0	08:00	18:00		
3108	TUA Comdty	ZT	2-Year US Treasury@CBT	FUT		Financial/Bonds	CBT	USD	2000	0.0078125	1	[001001001001]	0	0	-5	ZT	ECBOT	US	America/Chicago	-6	07:20	14:00		
3109	YMA Comdty	YTT	3-Year Australian @SFE	FUT		Financial/Bonds	SFE	AUD	3013	0.01	1	[001001001001]	0	0	-10	YT	SNFE	AU	Australia/Sydney	11	08:30	16:30		
3110	XMA Comdty	YTC	10-Year Australian@SFE	FUT		Financial/Bonds	SFE	AUD	9000	0.005	1	[001001001001]	0	0	-10	XT	SNFE	AU	Australia/Sydney	11	08:32	16:30		
3111	KEA Comdty	KTB	3-Year Korea@KFE	FUT		Financial/Bonds	KFE	KRW	1000000	0.01	1	[001001001001]	0	0	0	3KTB	KSE	KR	Asia/Seoul	9	09:00	15:15		
3112	WNA Comdty	AUL	US Treasury Ultra Bond@CBT	FUT		Financial/Bonds	CBT	USD	1000	0.03125	1	[001001001001]	0	0	-5	UB	ECBOT	US	America/Chicago	-6	07:20	14:00	13:59:30-14:00:00	
3113	CNA Comdty	CGB 	10-year Canadian Govt Bond@MSE	FUT		Financial/Bonds	MSE	CAD	1000	0.01	1	[001001001001]	0	0	-5	CGB	CDE	CA	America/Montreal	-5	06:00	16:00		
3114	XQA Comdty	CGF	5-year Canadian Govt Bond@MSE	FUT		Financial/Bonds	MSE	CAD	1000	0.01	1	[001001001001]	0	0	-5	CGF	CDE	CA	America/Montreal	-5	06:00	16:00		
3115	IKA Comdty	FBTP	10-year Italian Govt Bond@EUX	FUT		Financial/Bonds	EUX	EUR	1000	0.01	1	[001001001001]	0	0	2	BTP	DTB	DE	Europe/Berlin	1	08:00	19:00		
3116	OATA Comdty	FOAT	French Govt Bond@EUX	FUT		Financial/Bonds	EUX	EUR	1000	0.01	1	[001001001001]	0	0	2	OAT	DTB	DE	Europe/Berlin	1	08:00	19:00		
3117	JBA Comdty	JGB	10-year Japan Govt Bond@TSE	FUT		Financial/Bonds	TSE	JPY	1000000	0.01	1	[001001001001]	0	0	0	JGB	TSEJ	JP	Asia/Tokyo	9	08:45	15:02		
3118	KAAA Comdty	10TB	10-Year Korea Treasury Bond@KFE	FUT		Financial/Bonds	KFE	KRW	1000000	0.01	1	[001001001001]	0	0	0	FLKTB	KSE	KR	Asia/Seoul	9	09:00	15:15		
3119	UBA Comdty	FGBX	Euro Buxl@EUX	FUT		Financial/Bonds	EUX	EUR	1000	0.02	1	[001001001001]	0	0	2	GBX	DTB	DE	Europe/Berlin	1	08:00	22:00	17:15:00-17:15:00	
3120	BTSA Comdty	FBTS	3-year Italian Bond@EUX	FUT		Financial/Bonds	EUX	EUR	1000	0.01	1	[001001001001]	0	0	2	BTS	DTB	DE	Europe/Berlin	1	08:00	19:00		
3121	SKA Comdty		5-year Swedish Govt Bonde@PMI	FUT		Financial/Bonds	PMI	SEK	53700	0.001	1	[001001001001]	0	0	0			SE	Europe/Stockholm	1	09:00	16:00		
3122	SLA Comdty		2-year Swedish @PMI	FUT		Financial/Bonds	PMI	SEK	21100	0.001	1	[001001001001]	0	0	0			SE	Europe/Stockholm	1	09:00	17:20		
3124	TFCA Comdty		5-year China Govt Bond@CFF	FUT		Financial/Bonds	CFF	CNY	10000	0.002	1	[001001001001]	0	0	0			CN	Asia/Shanghai	8	13:00	15:15		
3201	DXA Curncy	DX	USD Index@FNX	FUT		Financial/Currency	FNX	USD	1000	0.005	1	[001001001001]	0	0	7	DX	NYBOT	US	America/New_York	-5	20:00	17:00	14:59:00-15:00:00	
3202	RPA Curncy	RP	EUR/GBP@CME	FUT		Financial/Currency	CME	GBP	125000	0.00005	1	[001001001001]	0	0	7	RP	GLOBEX	US	America/Chicago	-6	07:20	14:00		
3203	RYA Curncy	RY	EUR/JPY@CME	FUT		Financial/Currency	CME	JPY	125000	0.01	1	[001001001001]	0	0	7	RY	GLOBEX	US	America/Chicago	-6	17:00	16:00		
3204	RFA Curncy	RF	EUR/CHF@CME	FUT		Financial/Currency	CME	CHF	125000	0.0001	1	[001001001001]	0	0	7	RF	GLOBEX	US	America/Chicago	-6	17:00	16:00		
3205	JYA Curncy	JY	JPY/USD@CME	FUT		Financial/Currency	CME	USD	12500000	0.000001	1	[001001001001]	0	0	7	JPY	GLOBEX	US	America/Chicago	-6	07:20	14:00	13:59:30-14:00:00	
3206	ECA Curncy	URO	EUR/USD@CME	FUT		Financial/Currency	CME	USD	125000	0.00005	1	[001001001001]	0	0	7	EUR	GLOBEX	US	America/Chicago	-6	07:20	14:00	13:59:30-14:00:00	
3207	BPA Curncy	BP	GBP/USD@CME	FUT		Financial/Currency	CME	USD	62500	0.0001	1	[001001001001]	0	0	7	GBP	GLOBEX	US	America/Chicago	-6	07:20	14:00	13:59:30-14:00:00	
3208	ADA Curncy	AD	AUD/USD@CME	FUT		Financial/Currency	CME	USD	100000	0.0001	1	[001001001001]	0	0	7	AUD	GLOBEX	US	America/Chicago	-6	07:20	14:00	13:59:30-14:00:00	
3209	CDA Curncy	CD	CAD/USD@CME	FUT		Financial/Currency	CME	USD	100000	0.00005	1	[001001001001]	0	0	7	CAD	GLOBEX	US	America/Chicago	-6	07:20	14:00	13:59:30-14:00:00	
3210	PEA Curncy	MP	MXN/USD@CME	FUT		Financial/Currency	CME	USD	500000	0.00001	1	[001001001001]	0	0	7	MXP	GLOBEX	US	America/Chicago	-6	07:20	14:00		
3211	SFA Curncy	SF	CHF/USD@CME	FUT		Financial/Currency	CME	USD	125000	0.0001	1	[001001001001]	0	0	7	CHF	GLOBEX	US	America/Chicago	-6	07:20	14:00	13:59:30-14:00:00	
3212	NVA Curncy	NE	NZD/USD@CME	FUT		Financial/Currency	CME	USD	100000	0.0001	1	[001001001001]	0	0	7	NZD	GLOBEX	US	America/Chicago	-6	07:20	14:00	13:59:30-14:00:00	
3301	EDA Comdty	ED	Eurodollar 3Mon@CME	FUT		Financial/Interest Rate	CME	USD	2500	0.005	1	[001001001001]	0	0	-270	GE	GLOBEX	US	America/Chicago	-6	07:20	14:00		
3302	L A Comdty	FSS	Sterling 90 day@LIF	FUT		Financial/Interest Rate	LIF	GBP	1250	0.01	1	[001001001001]	0	0	-270	L	ICEEU	GB	Europe/London	0	07:30	18:00		
3303	ERA Comdty	FEI	Euribor 3Mon@LIF	FUT		Financial/Interest Rate	LIF	EUR	2500	0.005	1	[001001001001]	0	0	-270	I	ICEEU	GB	Europe/London	0	07:00	21:00		
3304	BAA Comdty	BAX	Canadian Bank Bill@MSE	FUT		Financial/Interest Rate	MSE	CAD	2500	0.005	1	[001001001001]	0	0	-270	BAX	CDE	CA	America/Montreal	-5	06:00	16:00		
3305	IRA Comdty	YBA	Australian Bank Bill@SFE	FUT		Financial/Interest Rate	SFE	AUD	2435	0.01	1	[001001001001]	0	0	-270	IR	SNFE	AU	Australia/Sydney	11	08:28	16:30		
3306	RAA Comdty		Swedish IMM@PMI	FUT		Financial/Interest Rate	PMI	SEK	2516	0.0001	1	[001001001001]	0	0	-270			SE	Europe/Stockholm	1	08:30	17:00		
3308	ESA Comdty	FES	Euroswiss 3 Mon@LIF	FUT		Financial/Interest Rate	LIF	CHF	2500	0.01	1	[001001001001]	0	0	-270	S	ICEEU	GB	Europe/London	0	07:30	18:00		
3309	FFA Comdty	FF	FedFund 30 Day@CBT	FUT		Financial/Interest Rate	CBT	USD	4167	0.0025	1	[111111111111]	0	0	-270	ZQ	ECBOT	US	America/Chicago	-6	07:20	14:00		
3310	IBA Comdty	YIB	Interbank Cash Rate 30 Day@SFE	FUT		Financial/Interest Rate	SFE	AUD	2466	0.005	1	[111111111111]	0	0	-270	IB	SNFE	AU	Australia/Sydney	11	08:34	16:30		
3311	ZBA Comdty	NBB	New Zeal Bank Bill 3 mon@SFE	FUT		Financial/Interest Rate	SFE	NZD	2428	0.01	1	[001001001001]	0	0	-270			NZ	Australia/Sydney	13	06:30	04:30		
3312	YEA Comdty	JEY	Euroyen Tibor 3 Mon@TFX	FUT		Financial/Interest Rate	TFX	JPY	250000	0.005	1	[001001001001]	0	0	-270			JP	Asia/Tokyo	9	08:45	20:00		
3401	T A Comdty	FBO	5-year Euro Swapnote@LIF	FUT		Financial/Swap	LIF	EUR	1000	0.01	1	[001001001001]	0	0	0	O	ICEEU	GB	Europe/London	0	07:00	18:00		
3402	CNPA Comdty	NI	10-Year Swap@CBT	FUT		Financial/Swap	CBT	USD	1000	0.015625	1	[001001001001]	0	0	0	N1U	ECBOT	US	America/Chicago	-6	07:20	14:00		
3403	RWA Comdty	FBS	2-Year Euro Swapnote@LIF	FUT		Financial/Swap	LIF	EUR	1000	0.005	1	[001001001001]	0	0	0	TWS	ICEEU	GB	Europe/London	0	07:00	18:00		
3404	CFPA Comdty	IR	5-Year Swapnote@CBT	FUT		Financial/Swap	CBT	USD	1000	0.015625	1	[001001001001]	0	0	0	F1U	ECBOT	US	America/Chicago	-6	07:20	14:00		
3405	CBPA Comdty	NTT	30-Year Swapnote@CBT	FUT		Financial/Swap	CBT	USD	1000	0.03125	1	[001001001001]	0	0	0	B1U	ECBOT	US	America/Chicago	-6	07:20	14:00		
3406	CTPA Comdty		2-Year Swapnote@CBT	FUT		Financial/Swap	CBT	USD	1000	0.0078125	1	[001001001001]	0	0	0			US	America/Chicago	-6	07:20	14:00		
3407	P A Comdty	FBP	10-year Euro Swapnotge@LIF	FUT		Financial/Swap	LIF	EUR	1000	0.01	1	[001001001001]	0	0	0	P	ICEEU	GB	Europe/London	0	07:00	18:00		
3501	ESA Index	ES	E-Mini@CME	FUT		Index/Equity Index	CME	USD	50	0.25	1	[001001001001]	0	0	9	ES	GLOBEX	US	America/Chicago	-6	17:00	16:15	15:14:30-15:15:00	
3502	VGA Index	STXE	Euro Stoxx 50@EUX	FUT		Index/Equity Index	EUX	EUR	10	1	1	[001001001001]	0	0	9	ESTX50	DTB	DE	Europe/Berlin	1	07:50	22:00		
3503	NOA Index		Nikkei 225@OSE	FUT		Index/Equity Index	OSE	JPY	100	5	1	[001001001001]	0	0	5	N255M	OSE.JPN	JP	Asia/Tokyo	9	09:00	15:15		"it has contracts every month, 3,6,9,12 have best liquidity, mini of NK (3517), more liquidity than NK"
3504	IFBA Index		CSI 300 China@CFF	FUT		Index/Equity Index	CFF	CNY	300	0.2	1	[111111111111]	0	0	15			CN	Asia/Shanghai	8	09:15	15:15		
3505	NQA Index	NQ	Nasdaq 100 E-mini@CME	FUT		Index/Equity Index	CME	USD	20	0.25	1	[001001001001]	0	0	9	NQ	GLOBEX	US	America/Chicago	-6	17:00	16:15		
3506	RTAA Index	TFS	Russell 2000 Mini@NYF	FUT		Index/Equity Index	NYF	USD	100	0.1	1	[001001001001]	0	0	9	TF	NYBOT	US	America/New_York	-5	20:00	18:00	16:14:00-16:15:00	
3507	DMA Index	YM	DJ Industrial Average Mini@CBT	FUT		Index/Equity Index	CBT	USD	5	1	1	[001001001001]	0	0	9	YM	ECBOT	US	America/Chicago	-6	17:00	16:15		
3508	CFA Index	FCE	CAC 40@EOP	FUT		Index/Equity Index	EOP	EUR	10	0.5	1	[111111111111]	0	0	10	CAC40	MONEP	FR	Europe/Paris	0	08:00	22:00		
3509	KMA Index	KS	KOSPI200@KFE	FUT		Index/Equity Index	KFE	KRW	500000	0.05	1	[001001001001]	0	0	0	K200	KSE	KR	Asia/Seoul	9	09:00	15:15		
3510	HCA Index	HCEI	Hang Seng China Enterprises@HKG	FUT		Index/Equity Index	HKG	HKD	50	1	1	[111111111111]	0	0	15	HHI.HK	HKFE	HK	Asia/Hong_Kong	8	09:15	16:15		
3511	GXA Index	FDX	DAX Index@EUX	FUT		Index/Equity Index	EUX	EUR	25	0.5	1	[001001001001]	0	0	9	DAX	DTB	DE	Europe/Berlin	1	07:50	22:00	17:30:00-17:30:00	
3512	XUA Index	SFC	FTSE China A50@SGX	FUT		Index/Equity Index	SGX	USD	1	2.5	1	[111111111111]	0	0	15	XINA50	SGX	CN	Asia/Singapore	8	09:00	16:00		
3513	NIA Index	SSI	Nikkei 225@SGX	FUT		Index/Equity Index	SGX	JPY	500	5	1	[001001001001]	0	0	6	N225U	SGX	SG	Asia/Singapore	8	07:45	14:30		
3514	Z A Index	FFI	FTSE 100@LIF	FUT		Index/Equity Index	LIF	GBP	10	0.5	1	[001001001001]	0	0	10	Z	ICEEU	GB	Europe/London	0	01:00	21:00		
3515	HIA Index	HSI	Hang Seng@HKG	FUT		Index/Equity Index	HKG	HKD	50	1	1	[111111111111]	0	0	22	HSI	HKFE	HK	Asia/Hong_Kong	8	09:15	16:15		higher volume than 3526
3516	TWA Index	STW	MSCI Taiwan@SGX	FUT		Index/Equity Index	SGX	USD	100	0.1	1	[111111111111]	0	0	22	STW	SGX	TW	Asia/Singapore	8	08:45	13:50		
3517	NKA Index	JNI	Nikkei 225@OSE	FUT		Index/Equity Index	OSE	JPY	1000	10	1	[001001001001]	0	0	5	N225	OSE.JPN	JP	Asia/Tokyo	9	09:00	15:15		
3518	IHA Index	SIN	CNX Nifty @SGX	FUT		Index/Equity Index	SGX	USD	2	0.5	1	[111111111111]	0	0	22	NIFTY	SGX	IN	Asia/Singapore	8	09:00	18:15		
3519	NHA Index	NIY	Nikkei 225@CME	FUT		Index/Equity Index	CME	JPY	500	5	1	[001001001001]	0	0	5	NIY	GLOBEX	US	America/Chicago	-6	17:00	16:15		
3520	EBA Index	FESA	Euro Stoxx 600 Auto@EUX	FUT		Index/Equity Index	EUX	EUR	50	0.1	1	[001001001001]	0	0	10	ESA	DTB	DE	Europe/Berlin	1	07:50	22:00		
3521	QCA Index	OMXH25	OMXS30@SSE	FUT		Index/Equity Index	SSE	SEK	100	0.25	1	[111111111111]	0	0	10	OMXS30	OMS	SE	Europe/Stockholm	1	09:00	17:25		
3522	TPA Index	TLFI	TOPIX@OSE	FUT		Index/Equity Index	OSE	JPY	10000	0.5	1	[001001001001]	0	0	6	TOPX	TSEJ	JP	Asia/Tokyo	9	09:00	15:15		higher  volume than TMI (3533) 
3523	SMA Index	FSMI	Swiss Index@EUX	FUT		Index/Equity Index	EUX	CHF	10	1	1	[001001001001]	0	0	9	SMI	SOFFEX	CH	Europe/Berlin	1	07:50	22:00		
3524	QZA Index	SSG	MSCI Singapore@SGX	FUT		Index/Equity Index	SGX	SGD	200	0.05	1	[111111111111]	0	0	24	SSG	SGX	SG	Asia/Singapore	8	08:30	17:15		
3525	NXA Index	NK	Nikkei 225@CME	FUT		Index/Equity Index	CME	USD	5	5	1	[001001001001]	0	0	5	NKD	GLOBEX	US	America/Chicago	-6	08:00	15:15		
3526	HUA Index	HMH	Hang Seng Mini@HKG	FUT		Index/Equity Index	HKG	HKD	10	1	1	[111111111111]	0	0	22	MHI	HKFE	HK	Asia/Hong_Kong	8	09:15	16:15		"mini of 3515, lower volume than 3515"
3527	MESA Index	MEM	MSCI Emerging Market@NYL	FUT		Index/Equity Index	NYL	USD	50	0.1	1	[001001001001]	0	0	9	MXEF	NYSELIFFE	US	America/New_York	-5	19:16	17:00		
3528	XPA Index	YAP	ASX SPI 200@SFE	FUT		Index/Equity Index	SFE	AUD	25	1	1	[001001001001]	0	0	12	SPI	SNFE	AU	Australia/Sydney	11	09:50	16:30		
3529	DEDA Index	FEXD	Euro Stoxx 50 DVD@EUX	FUT		Index/Equity Index	EUX	EUR	100	0.1	1	[000000000001]	0	0	12	DESX5	DTB	DE	Europe/Berlin	1	08:30	22:00		
